##############################################################################
                            PAGE RANK ALGORITHM                               
##############################################################################

This program computes the Page Rank of a network of airports and flights
Page Rank algorithm uses the following parameters:
	 - MAX_ITERATIONS = 100
	 - DAMPING_FACTOR = 0.85
	 - EPSILON = 1e-05

##############################################################################

Reading Airport file from airports.txt
There were 5740 airports with a valid IATA code
There were 1923 airports with an invalid IATA code

Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

##############################################################################

Results:
Rank	IATA	PageRank	Name
3377	SID 	0.00012801	Amilcar Cabral Intl, Cape Verde
3378	PHC 	0.00012784	Port Harcourt Intl, Nigeria
3379	AUK 	0.00012775	Alakanuk Airport, United States
3380	THE 	0.00012737	Senador Petronio Portella, Brazil
3381	XNA 	0.00012731	NW Arkansas Regional, United States
3382	PLM 	0.00012729	Sultan Mahmud Badaruddin Ii, Indonesia
3383	TMR 	0.00012728	Tamanrasset, Algeria
3384	BPS 	0.00012726	Aeroporto de Porto Seguro, Brazil
3385	MEH 	0.00012717	Mehamn, Norway
3386	XAP 	0.00012714	Chapeco, Brazil
3387	DAU 	0.00012705	Daru Airport, Papua New Guinea
3388	LNZ 	0.00012704	Linz, Austria
3389	YQC 	0.00012699	Quaqtaq Airport, Canada
3390	TIV 	0.00012697	Tivat, Montenegro
3391	YCY 	0.00012697	Clyde River, Canada
3392	MSN 	0.00012688	Dane Co Rgnl Truax Fld, United States
3393	DRG 	0.00012676	Deering Airport, United States
3394	BKC 	0.00012676	Buckland Airport, United States
3395	IAN 	0.00012676	Bob Baker Memorial Airport, United States
3396	ORV 	0.00012676	Robert Curtis Memorial Airport, United States
3397	VER 	0.00012675	General Heriberto Jara Intl, Mexico
3398	CTG 	0.00012670	Rafael Nunez, Colombia
3399	KOC 	0.00012666	Koumac, New Caledonia
3400	XKS 	0.00012655	Kasabonika Airport, Canada
3401	UAH 	0.00012646	Ua Huka Airport, French Polynesia
3402	UAP 	0.00012646	Ua Pou Airport, French Polynesia
3403	BJM 	0.00012603	Bujumbura Intl, Burundi
3404	TWB 	0.00012585	Toowoomba, Australia
3405	HIJ 	0.00012555	Hiroshima, Japan
3406	DMD 	0.00012531	Doomadgee Airport, Australia
3407	RPR 	0.00012520	Raipur, India
3408	GLV 	0.00012511	Golovin Airport, United States
3409	EBL 	0.00012508	Erbil Intl, Iraq
3410	TOH 	0.00012496	Torres Airstrip, Vanuatu
3411	OGX 	0.00012487	Ouargla, Algeria
3412	YGV 	0.00012458	Havre Saint-Pierre Airport, Canada
3413	RMI 	0.00012429	Rimini, Italy
3414	BEU 	0.00012405	Bedourie Airport, Australia
3415	NIM 	0.00012405	Diori Hamani, Niger
3416	SSG 	0.00012368	Malabo, Equatorial Guinea
3417	PNR 	0.00012368	Pointe Noire, Congo (Brazzaville)
3418	AKV 	0.00012358	Akulivik Airport, Canada
3419	TNK 	0.00012342	Tununak Airport, United States
3420	HNS 	0.00012332	Haines Airport, United States
3421	SGY 	0.00012332	Skagway Airport, United States
3422	ZBR 	0.00012325	Chah Bahar, Iran
3423	KOT 	0.00012321	Kotlik Airport, United States
3424	WMO 	0.00012315	White Mountain Airport, United States
3425	DOM 	0.00012314	Melville Hall, Dominica
3426	RTB 	0.00012309	Juan Manuel Galvez Intl, Honduras
3427	KLO 	0.00012298	Kalibo, Philippines
3428	PVK 	0.00012297	Aktio, Greece
3429	CKY 	0.00012285	Conakry, Guinea
3430	HKN 	0.00012267	Kimbe Airport, Papua New Guinea
3431	TNG 	0.00012263	Ibn Batouta, Morocco
3432	GOA 	0.00012258	Genova Sestri, Italy
3433	GSO 	0.00012243	Piedmont Triad, United States
3434	KQA 	0.00012235	Akutan Seaplane Base, United States
3435	AKB 	0.00012235	Atka Airport, United States
3436	IKO 	0.00012235	Nikolski Air Station, United States
3437	HNH 	0.00012205	Hoonah Airport, United States
3438	NUP 	0.00012204	Nunapitchuk Airport, United States
3439	BEW 	0.00012202	Beira, Mozambique
3440	CCP 	0.00012192	Carriel Sur Intl, Chile
3441	YXS 	0.00012185	Prince George, Canada
3442	SVA 	0.00012170	Savoonga Airport, United States
3443	GAM 	0.00012170	Gambell Airport, United States
3444	FEZ 	0.00012167	Saiss, Morocco
3445	AAL 	0.00012147	Aalborg, Denmark
3446	TET 	0.00012137	Tete Chingodzi, Mozambique
3447	OOK 	0.00012101	Toksook Bay Airport, United States
3448	VSA 	0.00012094	C P A Carlos Rovirosa Intl, Mexico
3449	NSK 	0.00012079	Alykel, Russia
3450	HSL 	0.00012064	Huslia Airport, United States
3451	YMH 	0.00012062	Mary's Harbour Airport, Canada
3452	BLA 	0.00012042	General Jose Antonio Anzoategui Intl, Venezuela
3453	SCM 	0.00012030	Scammon Bay Airport, United States
3454	HBA 	0.00012020	Hobart, Australia
3455	YBK 	0.00011973	Baker Lake, Canada
3456	CUU 	0.00011966	General R Fierro Villalobos Intl, Mexico
3457	BZN 	0.00011949	Gallatin Field, United States
3458	IOS 	0.00011942	Ilheus, Brazil
3459	JPA 	0.00011933	Presidente Castro Pinto, Brazil
3460	NLA 	0.00011929	Ndola, Zambia
3461	YSB 	0.00011879	Sudbury, Canada
3462	SGO 	0.00011879	St George Airport, Australia
3463	MKY 	0.00011874	Mackay, Australia
3464	INV 	0.00011868	Inverness, United Kingdom
3465	JUB 	0.00011839	Juba, South Sudan
3466	OLF 	0.00011833	LM Clayton Airport, United States
3467	AZD 	0.00011813	Yazd Shahid Sadooghi, Iran
3468	ISG 	0.00011791	Ishigaki, Japan
3469	BRC 	0.00011783	San Carlos De Bariloche, Argentina
3470	CEE 	0.00011774	Cherepovets Airport, Russia
3471	BBI 	0.00011767	Bhubaneshwar, India
3472	SGC 	0.00011766	Surgut, Russia
3473	XUZ 	0.00011760	Xuzhou Guanyin Airport, China
3474	LGK 	0.00011759	Langkawi Intl, Malaysia
3475	YUX 	0.00011740	Hall Beach, Canada
3476	SFA 	0.00011726	Thyna, Tunisia
3477	ENE 	0.00011720	H Hasan Aroeboesman, Indonesia
3478	NDR 	0.00011717	El Aroui Airport, Morocco
3479	LZH 	0.00011710	Bailian Airport, China
3480	YKL 	0.00011708	Schefferville, Canada
3481	LEX 	0.00011704	Blue Grass, United States
3482	IGR 	0.00011703	Cataratas Del Iguazu, Argentina
3483	KSH 	0.00011697	Shahid Ashrafi Esfahani, Iran
3484	LNE 	0.00011689	Lonorore Airport, Vanuatu
3485	ECN 	0.00011670	Ercan International Airport, Cyprus
3486	MHH 	0.00011660	Marsh Harbour, Bahamas
3487	MYD 	0.00011642	Malindi Airport, Kenya
3488	LXA 	0.00011626	Lhasa-Gonggar, China
3489	EVE 	0.00011620	Evenes, Norway
3490	PKC 	0.00011612	Yelizovo, Russia
3491	JAN 	0.00011610	Jackson Evers Intl, United States
3492	CDR 	0.00011606	Chadron Municipal Airport, United States
3493	YLH 	0.00011583	Lansdowne House Airport, Canada
3494	YTH 	0.00011560	Thompson, Canada
3495	KUN 	0.00011556	Kaunas Intl, Lithuania
3496	ATT 	0.00011554	Camp Mabry Austin City, United States
3497	YHU 	0.00011526	St Hubert, Canada
3498	ROB 	0.00011518	Monrovia Roberts Intl, Liberia
3499	KOJ 	0.00011514	Kagoshima, Japan
3500	ACK 	0.00011513	Nantucket Mem, United States
3501	KMQ 	0.00011511	Komatsu, Japan
3502	WMN 	0.00011511	Maroantsetra, Madagascar
3503	ASM 	0.00011508	Asmara Intl, Eritrea
3504	PGA 	0.00011462	Page Municipal Airport, United States
3505	YBX 	0.00011447	Lourdes De Blanc Sablon Airport, Canada
3506	OVD 	0.00011431	Asturias, Spain
3507	MKW 	0.00011422	Rendani, Indonesia
3508	FRD 	0.00011420	Friday Harbor Airport, United States
3509	ESD 	0.00011420	Orcas Island Airport, United States
3510	PEE 	0.00011411	Bolshoye Savino, Russia
3511	EGM 	0.00011408	Sege Airport, Solomon Islands
3512	BLI 	0.00011406	Bellingham Intl, United States
3513	RUR 	0.00011401	Rurutu, French Polynesia
3514	TUB 	0.00011401	Tubuai, French Polynesia
3515	IXB 	0.00011398	Bagdogra, India
3516	YHD 	0.00011397	Dryden Rgnl, Canada
3517	GEL 	0.00011393	Santo Angelo, Brazil
3518	SMK 	0.00011360	St. Michael Airport, United States
3519	PDG 	0.00011343	Minangkabau, Indonesia
3520	MAS 	0.00011337	Momote Airport, Papua New Guinea
3521	HUH 	0.00011324	Huahine, French Polynesia
3522	TLT 	0.00011313	Tuluksak Airport, United States
3523	NUX 	0.00011302	Novyi Urengoy, Russia
3524	SDR 	0.00011297	Santander, Spain
3525	RIY 	0.00011288	Riyan, Yemen
3526	KTB 	0.00011288	Thorne Bay Seaplane Base, United States
3527	KUK 	0.00011278	Kasigluk Airport, United States
3528	EGC 	0.00011260	Roumaniere, France
3529	ABD 	0.00011222	Abadan, Iran
3530	PLZ 	0.00011178	Port Elizabeth Intl, South Africa
3531	CJB 	0.00011176	Coimbatore, India
3532	CZL 	0.00011156	Mohamed Boudiaf Intl, Algeria
3533	YIH 	0.00011144	Yichang Airport, China
3534	BES 	0.00011131	Guipavas, France
3535	CLJ 	0.00011118	Cluj Napoca, Romania
3536	ZLT 	0.00011085	La Tabatière Airport, Canada
3537	VAK 	0.00011074	Chevak Airport, United States
3538	HPB 	0.00011074	Hooper Bay Airport, United States
3539	CID 	0.00011062	Cedar Rapids, United States
3540	MLI 	0.00011062	Quad City Intl, United States
3541	PSP 	0.00011055	Palm Springs Intl, United States
3542	FAR 	0.00011045	Hector International Airport, United States
3543	KAL 	0.00011037	Kaltag Airport, United States
3544	NUL 	0.00011037	Nulato Airport, United States
3545	APW 	0.00011036	Faleolo Intl, Samoa
3546	NYK 	0.00011027	Nanyuki Civil Airport, Kenya
3547	UAS 	0.00011027	Samburu South Airport, Kenya
3548	MRE 	0.00011027	Mara Serena Airport, Kenya
3549	CGP 	0.00011009	Shah Amanat Intl, Bangladesh
3550	IXJ 	0.00010999	Jammu, India
3551	NYU 	0.00010961	Bagan Intl, Burma
3552	ASB 	0.00010954	Ashgabat, Turkmenistan
3553	FSD 	0.00010945	Sioux Falls, United States
3554	ULP 	0.00010944	Quilpie Airport, Australia
3555	KNG 	0.00010933	Kaimana, Indonesia
3556	DRS 	0.00010923	Dresden, Germany
3557	ROS 	0.00010918	Rosario, Argentina
3558	THL 	0.00010897	Tachileik, Burma
3559	PWM 	0.00010890	Portland Intl Jetport, United States
3560	PHE 	0.00010884	Port Hedland Intl, Australia
3561	NQY 	0.00010880	St Mawgan, United Kingdom
3562	RBR 	0.00010878	PlÃ¡cido de Castro, Brazil
3563	SLQ 	0.00010844	Sleetmute Airport, United States
3564	BVG 	0.00010842	Berlevag, Norway
3565	IOM 	0.00010834	Isle Of Man, Isle of Man
3566	SHH 	0.00010834	Shishmaref Airport, United States
3567	ATD 	0.00010825	Uru Harbour Airport, Solomon Islands
3568	PQS 	0.00010819	Pilot Station Airport, United States
3569	MID 	0.00010812	Licenciado Manuel Crescencio Rejon Int, Mexico
3570	UKB 	0.00010811	Kobe, Japan
3571	YNC 	0.00010797	Wemindji Airport, Canada
3572	YZS 	0.00010786	Fairmont Hot Springs, Canada
3573	KSA 	0.00010767	Kosrae, Micronesia
3574	LSC 	0.00010759	La Florida, Chile
3575	KRS 	0.00010746	Kjevik, Norway
3576	MUB 	0.00010740	Maun, Botswana
3577	SLW 	0.00010738	Plan De Guadalupe Intl, Mexico
3578	LBL 	0.00010718	Liberal Muni, United States
3579	YYJ 	0.00010717	Victoria Intl, Canada
3580	CZH 	0.00010717	Municipal, Belize
3581	KMI 	0.00010710	Miyazaki, Japan
3582	ULB 	0.00010709	Uléi Airport, Vanuatu
3583	MQX 	0.00010695	Makale, Ethiopia
3584	TVY 	0.00010695	Dawei Airport, Burma
3585	MFR 	0.00010683	Rogue Valley Intl Medford, United States
3586	AHB 	0.00010683	Abha, Saudi Arabia
3587	OLC 	0.00010677	Senadora Eunice Micheles Airport, Brazil
3588	PAT 	0.00010673	Patna, India
3589	PJM 	0.00010672	Puerto Jimenez Airport, Costa Rica
3590	ZTB 	0.00010656	Tête-à-la-Baleine Airport, Canada
3591	CYS 	0.00010639	Cheyenne Rgnl Jerry Olson Fld, United States
3592	BDA 	0.00010638	Bermuda Intl, Bermuda
3593	KEW 	0.00010629	Keewaywin, Canada
3594	BUZ 	0.00010628	Bushehr, Iran
3595	PIA 	0.00010620	Peoria Regional, United States
3596	CKS 	0.00010609	Carajas Airport, Brazil
3597	CJS 	0.00010608	Abraham Gonzalez Intl, Mexico
3598	SBW 	0.00010601	Sibu, Malaysia
3599	VLN 	0.00010560	Arturo Michelena Intl, Venezuela
3600	CNP 	0.00010556	Neerlerit Inaat Airport, Greenland
3601	EYW 	0.00010548	Key West Intl, United States
3602	YUY 	0.00010548	Rouyn Noranda, Canada
3603	XQP 	0.00010520	La Managua, Costa Rica
3604	BAQ 	0.00010516	Ernesto Cortissoz, Colombia
3605	YIO 	0.00010513	Pond Inlet, Canada
3606	YSY 	0.00010512	Sachs Harbour, Canada
3607	EIS 	0.00010492	Terrance B Lettsome Intl, British Virgin Islands
3608	USH 	0.00010489	Ushuaia Malvinas Argentinas, Argentina
3609	ZEM 	0.00010480	Eastmain River Airport, Canada
3610	MOU 	0.00010475	Mountain Village Airport, United States
3611	LRH 	0.00010472	La Rochelle-Ile de Re, France
3612	ACR 	0.00010468	Araracuara Airport, Colombia
3613	HAH 	0.00010457	Prince Said Ibrahim, Comoros
3614	KHG 	0.00010449	Kashi, China
3615	RNS 	0.00010445	St Jacques, France
3616	PNK 	0.00010439	Supadio, Indonesia
3617	MRA 	0.00010436	Misratah Airport, Libya
3618	JZH 	0.00010430	Jiuzhaigou Huanglong, China
3619	SGF 	0.00010406	Springfield Branson Natl, United States
3620	IQT 	0.00010404	Coronel Francisco Secada Vignetta Intl, Peru
3621	ASR 	0.00010403	Erkilet, Turkey
3622	YPO 	0.00010398	Peawanuck Airport, Canada
3623	COS 	0.00010396	City Of Colorado Springs Muni, United States
3624	MVY 	0.00010396	Martha\\'s Vineyard, United States
3625	BIQ 	0.00010396	Anglet, France
3626	TXN 	0.00010389	Tunxi International Airport, China
3627	LKN 	0.00010387	Leknes Airport, Norway
3628	YPJ 	0.00010378	Aupaluk Airport, Canada
3629	RGL 	0.00010374	Rio Gallegos, Argentina
3630	LEI 	0.00010356	Almeria, Spain
3631	BHO 	0.00010342	Bhopal, India
3632	YNJ 	0.00010337	Yanji Airport, China
3633	LCR 	0.00010326	La Chorrera Airport, Colombia
3634	MIG 	0.00010294	Mianyang Airport, China
3635	LBD 	0.00010275	Khudzhand Airport, Tajikistan
3636	YMT 	0.00010271	Chapais Airport, Canada
3637	SVB 	0.00010259	Sambava, Madagascar
3638	WIN 	0.00010237	Winton Airport, Australia
3639	FWA 	0.00010236	Fort Wayne, United States
3640	LPQ 	0.00010233	Luang Phabang Intl, Laos
3641	TIH 	0.00010233	Tikehau, French Polynesia
3642	SBN 	0.00010219	South Bend Rgnl, United States
3643	FLS 	0.00010216	Flinders Island Airport, Australia
3644	KLX 	0.00010216	Kalamata, Greece
3645	JQE 	0.00010200	Jaqué Airport, Panama
3646	SIC 	0.00010200	Sinop Airport, Turkey
3647	ACU 	0.00010200	Achutupo Airport, Panama
3648	GHE 	0.00010200	Garachine Airport, Panama
3649	MZT 	0.00010199	General Rafael Buelna Intl, Mexico
3650	BON 	0.00010197	Flamingo, Netherlands Antilles
3651	YVO 	0.00010196	Val D Or, Canada
3652	YVZ 	0.00010191	Deer Lake Airport, Canada
3653	YHA 	0.00010181	Port Hope Simpson Airport, Canada
3654	RNL 	0.00010178	Rennell/Tingoa Airport, Solomon Islands
3655	BNY 	0.00010178	Bellona, Solomon Islands
3656	LOD 	0.00010150	Longana Airport, Vanuatu
3657	IRG 	0.00010135	Lockhart River Airport, Australia
3658	LKG 	0.00010131	Lokichoggio Airport, Kenya
3659	LLW 	0.00010127	Kamuzu Intl, Malawi
3660	MSO 	0.00010126	Missoula Intl, United States
3661	TRS 	0.00010121	Ronchi Dei Legionari, Italy
3662	EEK 	0.00010117	Eek Airport, United States
3663	KWT 	0.00010117	Kwethluk Airport, United States
3664	WTL 	0.00010117	Tuntutuliak Airport, United States
3665	NME 	0.00010117	Nightmute Airport, United States
3666	NTG 	0.00010085	Nantong Airport, China
3667	BUC 	0.00010062	Burketown Airport, Australia
3668	TLA 	0.00010043	Teller Airport, United States
3669	NNM 	0.00010026	Naryan-Mar, Russia
3670	YUT 	0.00010008	Repulse Bay, Canada
3671	DOK 	0.00010006	Donetsk Intl, Ukraine
3672	JNN 	0.00010003	Nanortalik Heliport, Greenland
3673	UET 	0.00009993	Quetta, Pakistan
3674	TBU 	0.00009983	Fua Amotu Intl, Tonga
3675	PPW 	0.00009979	Papa Westray Airport, United Kingdom
3676	YSM 	0.00009978	Fort Smith, Canada
3677	PNS 	0.00009974	Pensacola Rgnl, United States
3678	KBR 	0.00009965	Sultan Ismail Petra, Malaysia
3679	POL 	0.00009957	Pemba, Mozambique
3680	MMK 	0.00009948	Murmansk, Russia
3681	NAG 	0.00009946	Dr Ambedkar Intl, India
3682	PBM 	0.00009946	Johan A Pengel Intl, Suriname
3683	MXH 	0.00009946	Moro Airport, Papua New Guinea
3684	DUD 	0.00009945	Dunedin, New Zealand
3685	GUW 	0.00009943	Atyrau, Kazakhstan
3686	SJJ 	0.00009932	Sarajevo, Bosnia and Herzegovina
3687	KKN 	0.00009925	Hoybuktmoen, Norway
3688	RJK 	0.00009925	Rijeka, Croatia
3689	VRA 	0.00009919	Juan Gualberto Gomez Intl, Cuba
3690	PUU 	0.00009915	Tres De Mayo, Colombia
3691	MST 	0.00009913	Maastricht, Netherlands
3692	PMR 	0.00009905	Palmerston North, New Zealand
3693	NOC 	0.00009898	Ireland West Knock, Ireland
3694	RNA 	0.00009894	Ulawa Airport, Solomon Islands
3695	NNB 	0.00009894	Santa Ana Airport, Solomon Islands
3696	RSJ 	0.00009885	Rosario Seaplane Base, United States
3697	YAB 	0.00009878	Arctic Bay Airport, Canada
3698	PTJ 	0.00009868	Portland Airport, Australia
3699	IXA 	0.00009865	Agartala, India
3700	YTY 	0.00009852	Yangzhou Taizhou Airport, China
3701	SNP 	0.00009838	St Paul Island, United States
3702	STG 	0.00009838	St. George Airport, United States
3703	YPL 	0.00009838	Pickle Lake, Canada
3704	ARI 	0.00009837	Chacalluta, Chile
3705	JSI 	0.00009835	Alexandros Papadiamantis, Greece
3706	DAV 	0.00009833	Enrique Malek Intl, Panama
3707	GDX 	0.00009821	Sokol, Russia
3708	IXC 	0.00009815	Chandigarh, India
3709	YGH 	0.00009811	Fort Good Hope, Canada
3710	SPN 	0.00009805	Francisco C Ada Saipan Intl, Northern Mariana Islands
3711	SOC 	0.00009793	Adi Sumarmo Wiryokusumo, Indonesia
3712	YNO 	0.00009787	North Spirit Lake Airport, Canada
3713	LYG 	0.00009781	Lianyungang Airport, China
3714	FAE 	0.00009768	Vagar, Faroe Islands
3715	HSV 	0.00009762	Huntsville International Airport-Carl T Jones Field, United States
3716	IMF 	0.00009762	Imphal, India
3717	MLH 	0.00009736	Bale Mulhouse, France
3718	MYT 	0.00009723	Myitkyina, Burma
3719	KMJ 	0.00009719	Kumamoto, Japan
3720	RCM 	0.00009715	Richmond, Australia
3721	YGR 	0.00009703	Iles De La Madeleine, Canada
3722	LNV 	0.00009698	Londolovit Airport, Papua New Guinea
3723	YGL 	0.00009694	La Grande Riviere, Canada
3724	GBT 	0.00009692	Gorgan Airport, Iran
3725	KIF 	0.00009684	Kingfisher Lake Airport, Canada
3726	WLS 	0.00009679	Wallis, Wallis and Futuna
3727	FPO 	0.00009672	Grand Bahama Intl, Bahamas
3728	AES 	0.00009658	Vigra, Norway
3729	BJX 	0.00009649	Guanajuato Intl, Mexico
3730	BQL 	0.00009633	Boulia Airport, Australia
3731	YQQ 	0.00009631	Comox, Canada
3732	YIW 	0.00009631	Yiwu Airport, China
3733	MYJ 	0.00009627	Matsuyama, Japan
3734	SJP 	0.00009622	Sao Jose Do Rio Preto, Brazil
3735	UVF 	0.00009616	Hewanorra Intl, Saint Lucia
3736	YAC 	0.00009585	Cat Lake Airport, Canada
3737	DIR 	0.00009581	Dire Dawa Intl, Ethiopia
3738	SLY 	0.00009578	Salekhard Airport, Russia
3739	NWI 	0.00009578	Norwich, United Kingdom
3740	OKJ 	0.00009574	Okayama, Japan
3741	JNS 	0.00009569	Narsaq Heliport, Greenland
3742	THU 	0.00009550	Thule Air Base, Greenland
3743	YHO 	0.00009548	Hopedale Airport, Canada
3744	KTA 	0.00009545	Karratha, Australia
3745	DLG 	0.00009534	Dillingham, United States
3746	GDV 	0.00009528	Dawson Community Airport, United States
3747	BHY 	0.00009526	Beihai Airport, China
3748	SLU 	0.00009507	George F L Charles, Saint Lucia
3749	MJF 	0.00009506	Kjaerstad, Norway
3750	SSJ 	0.00009490	Stokka, Norway
3751	FBA 	0.00009485	Fonte Boa Airport, Brazil
3752	SAV 	0.00009475	Savannah Hilton Head Intl, United States
3753	CZM 	0.00009472	Cozumel Intl, Mexico
3754	ZFN 	0.00009469	Tulita, Canada
3755	SJL 	0.00009462	Sao Gabriel da Cachoeira Airport, Brazil
3756	BQS 	0.00009458	Ignatyevo, Russia
3757	NKC 	0.00009454	Nouakchott, Mauritania
3758	DIE 	0.00009451	Arrachart, Madagascar
3759	MAU 	0.00009421	Maupiti, French Polynesia
3760	NJC 	0.00009418	Nizhnevartovsk, Russia
3761	CIJ 	0.00009416	Heroes Del Acre, Bolivia
3762	ARC 	0.00009408	Arctic Village Airport, United States
3763	VEE 	0.00009408	Venetie Airport, United States
3764	TTE 	0.00009403	Sultan Babullah, Indonesia
3765	PKN 	0.00009391	Iskandar, Indonesia
3766	ZPB 	0.00009390	Sachigo Lake Airport, Canada
3767	JAC 	0.00009390	Jackson Hole Airport, United States
3768	BGW 	0.00009364	Baghdad International Airport, Iraq
3769	PBJ 	0.00009360	Tavie Airport, Vanuatu
3770	VHM 	0.00009342	Vilhelmina, Sweden
3771	BCD 	0.00009334	Bacolod, Philippines
3772	ATK 	0.00009320	Atqasuk Edward Burnell Sr Memorial Airport, United States
3773	AIN 	0.00009320	Wainwright Airport, United States
3774	CPO 	0.00009305	Copiapo, Chile
3775	GDT 	0.00009282	JAGS McCartney International Airport, Turks and Caicos Islands
3776	MDQ 	0.00009277	Mar Del Plata, Argentina
3777	KNQ 	0.00009267	Kone, New Caledonia
3778	MEE 	0.00009267	Mare, New Caledonia
3779	TOU 	0.00009267	Touho, New Caledonia
3780	ILP 	0.00009267	Île des Pins Airport, New Caledonia
3781	YQD 	0.00009262	The Pas Airport, Canada
3782	PCL 	0.00009252	Cap Fap David Abenzur Rengifo Intl, Peru
3783	TPP 	0.00009252	Cadete Guillermo Del Castillo Paredes, Peru
3784	LYC 	0.00009216	Lycksele, Sweden
3785	TKX 	0.00009209	Takaroa, French Polynesia
3786	XTG 	0.00009202	Thargomindah Airport, Australia
3787	YER 	0.00009201	Fort Severn Airport, Canada
3788	MIR 	0.00009188	Habib Bourguiba Intl, Tunisia
3789	ROK 	0.00009188	Rockhampton, Australia
3790	PQC 	0.00009184	Duong Dong Airport, Vietnam
3791	TBG 	0.00009168	Tabubil Airport, Papua New Guinea
3792	TIZ 	0.00009168	Tari Airport, Papua New Guinea
3793	SEN 	0.00009165	Southend, United Kingdom
3794	LXR 	0.00009151	Luxor Intl, Egypt
3795	USK 	0.00009145	Usinsk, Russia
3796	MCK 	0.00009131	McCook Regional Airport, United States
